epoch,avg_d_loss,avg_g_loss,avg_d_real_prob,avg_d_fake_prob
1,0.6062752300730119,2.62403846754987,0.7850014380155466,0.11983506722946882
2,0.894962865445349,1.584421227630387,0.6504194644144458,0.24604670577642754
3,0.8852382060299572,1.579414087610367,0.6560353049610415,0.2427907612684191
4,0.9827891287640629,1.4804049413173626,0.6283222128692855,0.2699473693043503
5,1.0512395707460551,1.358089508409174,0.6030547744315914,0.2953557302681809
6,1.0825869494523757,1.298200767264407,0.5896872824583298,0.3084483321151163
7,1.0938062397842734,1.2862052000485933,0.5849502572519147,0.3138467151767168
8,1.1003583841598952,1.2775252847335277,0.5828367470421343,0.31657032375661737
9,1.1047581611280768,1.2664646811974354,0.5804539345777951,0.3181609650516612
10,1.1052641765429423,1.2760106745438697,0.5809025534579897,0.3187644411929143
11,1.1001272913482454,1.2793231499500763,0.5823728657431073,0.3163787853450347
12,1.1000612534773655,1.2882916422990651,0.5829063040705827,0.3164056331619748
13,1.0898429273794858,1.3057220983199584,0.5864010027840606,0.31291710298794967
14,1.0815610017022517,1.302635779365515,0.5892734189446156,0.30997919877115476
15,1.0817380547523499,1.3293329476036577,0.59092142401088,0.3081996886011882
16,1.0777871220285058,1.3343263370359046,0.5924667126347876,0.3061927432019232
17,1.063570787381922,1.354117130749246,0.5970886801807289,0.3022413287853074
18,1.0546537819835875,1.367424567667847,0.6000256916651359,0.2987763120864446
19,1.0504086411152131,1.3838489444082618,0.6021273463455021,0.29704690138753664
20,1.0453497575134294,1.4072332868718693,0.6050674605191263,0.29395708419446254
21,1.0359229738386269,1.4209730870958068,0.6089402509805484,0.28988139087764114
22,1.0339012470764992,1.438489927058546,0.6116772213170671,0.28722879874846363
23,1.0181059479458718,1.4558483922583425,0.616877301572225,0.28235633958640516
24,1.0130643629365497,1.469323294921818,0.619053578370402,0.2795078802185181
25,1.012597418238974,1.4924529906776216,0.6193280299631958,0.27943059951703775
26,1.0030772497511318,1.4941809074236796,0.6235903252521132,0.2750822894163748
27,1.0014252805302286,1.4981023251500905,0.6256381762333405,0.27325177477656776
28,0.997872245999483,1.514682258805658,0.626966333669475,0.27167330355916774
29,0.9917734358300511,1.5261825738299606,0.629909601349097,0.2688513481273101
30,0.9742066200472351,1.5566950770270112,0.6356985193924007,0.2632065928963005
31,0.979397578117175,1.567929432178155,0.6350138900626419,0.26342216181831485
32,0.9802710011474087,1.5750964325972092,0.6357875413492194,0.263112862721786
33,0.97005075458278,1.5884002431845055,0.6394357797809136,0.2588281335038507
34,0.9677681365074255,1.5937529431703763,0.6400050653988479,0.25878357954132253
35,0.9599313181944382,1.617011744242448,0.6433623181576402,0.25611482380738115
36,0.9622328818863274,1.604544622139034,0.6426705555656017,0.2551219117286432
37,0.963074423181705,1.6326916286578546,0.6443161254382541,0.25475657269613355
38,0.9584814483283931,1.6298219989507625,0.645769105380417,0.2531124136179813
39,0.9582247076890408,1.6325722594037015,0.646382465098913,0.2521031816275074
40,0.9528548089612243,1.6297198452501216,0.6483970522307433,0.25022249955397385
41,0.9675248514892708,1.6297948948847942,0.6437126580848653,0.25451234340444845
42,0.9459790183692915,1.6589231563684268,0.64967563500007,0.2491525251290992
43,0.9610957972004882,1.6283338224021797,0.6458008721407152,0.2525776348944403
